rid,st.date,cmp.date,lang,useless,useless,useless,arep.id,useless,year,gender,ethnic,ethnic2,born.in.us,us.citizen,years.in.us,born.ctry,born.city,born.us.city,born.us.state,zip,party,libcon,occ,occ2,manager,psych.course,soc.study,major,educ,arep.prev
89172,2010.02.19,2010.02.19,en,,,,FY909191,,1928,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89173,2010.02.19,2010.02.19,en,,,,FY975326,,1952,Female,White Caucasian,,Yes,,,,,,Massachusetts,,Independent,Very conservative,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89174,2010.02.19,2010.02.19,en,,,,FY988496,,1961,Female,White Caucasian,,No,No,4,"",,,,"",Other,Very liberal,,,No,Yes,No,,PhD MD MBA Law degree,No
89175,2010.02.19,2010.02.19,en,,,,FY935310,,1982,Female,Asian or Pacific Islander,,No,Yes,,,,,,,Independent,Slightly liberal,,,No,No,Yes,,Four year college degree (BA or BS),
89178,2010.02.19,2010.02.19,en,,,,FY909304,,1964,Male,White Caucasian,,Yes,,,,,,Illinois,"",Democrat,Somewhat liberal,,"",Yes,No,No,,PhD MD MBA Law degree,No
89179,2010.02.19,2010.02.19,en,,,,FY936297,,1947,Male,White Caucasian,,Yes,,,,,,Oklahoma,,Republican,Somewhat conservative,,,Yes,No,Yes,,Four year college degree (BA or BS),Yes
89182,2010.02.19,2010.02.19,en,,,,FY997962,,1957,Female,White Caucasian,,Yes,,,,,,Arizona,,Democrat,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),Yes
89183,2010.02.19,2010.02.20,en,,,,FY943371,,1932,Male,Latino or Hispanic,,No,No,1,,,,,,Independent,Neither liberal nor conservative,,,No,Yes,No,,Masters degree (MA or MS),No
89184,2010.02.19,2010.02.19,en,,,,FY952450,,1962,Male,White Caucasian,,Yes,,,,,,District of Columbia,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89185,2010.02.19,2010.02.19,en,,,,FY902434,,1953,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Neither liberal nor conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89187,2010.02.19,2010.02.19,en,,,,FY938899,,1928,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89188,2010.02.19,2010.02.19,en,,,,FY928066,,1945,Male,White Caucasian,,Yes,,,,,,California,,Independent,Somewhat conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89190,2010.02.19,2010.02.19,en,,,,FY922941,,1972,Female,Asian or Pacific Islander,,Yes,,,,,,Missouri,,Republican,Very conservative,,,Yes,No,Yes,,Four year college degree (BA or BS),No
89191,2010.02.19,2010.02.19,en,,,,FY986760,,1950,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,No,No,,PhD MD MBA Law degree,Yes
89197,2010.02.19,2010.02.19,en,,,,FY977557,,1965,Female,White Caucasian,,Yes,,,,,,District of Columbia,,Democrat,Very liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89198,2010.02.19,2010.02.19,en,,,,FY985277,,1965,Male,Asian or Pacific Islander,,Yes,,,,,,Hawaii,,Democrat,Slightly liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89200,2010.02.19,2010.02.19,en,,,,FY932109,,1954,Female,White Caucasian,,Yes,,,,,,New Mexico,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89202,2010.02.19,2010.02.19,en,,,,FY929850,,1976,Male,White Caucasian,,No,No,2,,,,,,Other,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89203,2010.02.19,2010.02.19,en,,,,FY955871,,1953,Male,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89204,2010.02.19,2010.02.19,en,,,,FY942833,,1951,Female,Asian or Pacific Islander,,Yes,,,,,,Hawaii,,Democrat,Very liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89207,2010.02.19,2010.02.19,en,,,,FY947638,,1957,Male,White Caucasian,,Yes,,,,,,Colorado,,Republican,Somewhat conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89209,2010.02.20,2010.02.20,en,,,,FY958621,,1962,Female,White Caucasian,,Yes,,,,,,Oklahoma,,Democrat,Somewhat liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,Yes
89213,2010.02.20,2010.02.20,en,,,,FY907545,,1943,Female,White Caucasian,,Yes,,,,,,Missouri,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89214,2010.02.20,2010.02.20,en,,,,FY906114,,1951,Male,White Caucasian,,No,No,1,,,,,,Republican,Slightly conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89216,2010.02.20,2010.02.20,en,,,,FY943768,,1953,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89218,2010.02.20,2010.02.20,en,,,,FY904566,,1967,Female,White Caucasian,,Yes,,,,,,California,"",Democrat,Slightly conservative,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89220,2010.02.20,2010.02.20,en,,,,FY911306,,1964,Male,White Caucasian,,No,No,4,,,,,,Independent,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89222,2010.02.20,2010.02.20,en,,,,FY998415,,1933,Female,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89224,2010.02.20,2010.02.20,en,,,,FY965446,,1969,Male,#NAME?,,Yes,,,,,,Alaska,,Democrat,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89225,2010.02.20,2010.02.20,en,,,,FY932638,,1933,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,No,No,Yes,,Four year college degree (BA or BS),Yes
89226,2010.02.20,2010.02.20,en,,,,FY930405,,1970,Female,White Caucasian,,No,No,11,,,,,"",Democrat,Somewhat liberal,,,No,No,No,,Masters degree (MA or MS),No
89227,2010.02.20,2010.02.20,en,,,,FY909832,,1929,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,No,No,,Four year college degree (BA or BS),No
89230,2010.02.20,2010.02.20,en,,,,FY929403,,1936,Female,White Caucasian,,Yes,,,,,,Michigan,,Independent,Neither liberal nor conservative,,,No,Yes,Yes,,Four year college degree (BA or BS),Yes
89232,2010.02.20,2010.02.20,en,,,,FY952914,,1950,Male,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89233,2010.02.20,2010.02.20,en,,,,FY935544,,1954,Female,Latino or Hispanic,,No,Yes,54,,,,,,Independent,,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89237,2010.02.20,2010.02.20,en,,,,FY980492,,1953,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89238,2010.02.20,2010.02.20,en,,,,FY931072,,1968,Female,Black or African American,,Yes,,,,,,Texas,"",Democrat,Very liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89239,2010.02.20,2010.02.20,en,,,,FY989891,,1942,Female,White Caucasian,,Yes,,,,,,Missouri,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),Yes
89243,2010.02.20,2010.02.20,en,,,,FY959155,,1922,Female,White Caucasian,,Yes,,,,,,Wyoming,,Republican,Very liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89244,2010.02.20,2010.02.20,en,,,,FY913551,,1948,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,No,Yes,No,,PhD MD MBA Law degree,No
89246,2010.02.20,2010.02.20,en,,,,FY954379,,1975,Female,Latino or Hispanic,,Yes,,,,,,New York,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89248,2010.02.20,2010.02.20,en,,,,FY956725,,1950,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Very liberal,,,Yes,Yes,Yes,"",Masters degree (MA or MS),No
89253,2010.02.20,2010.02.20,en,,,,FY950313,,1959,Male,Latino or Hispanic,,No,No,8,,,,,"",Democrat,Very liberal,,,Yes,No,Yes,"",Four year college degree (BA or BS),No
89255,2010.02.20,2010.02.20,en,,,,FY901712,,1980,Female,White Caucasian,,Yes,,,,,,Rhode Island,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89256,2010.02.20,2010.02.20,en,,,,FY921515,,1953,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,Yes
89258,2010.02.20,2010.02.20,en,,,,FY936458,,1969,Male,White Caucasian,,Yes,,,,,,New York,"",Independent,Slightly liberal,,"",Yes,No,No,,PhD MD MBA Law degree,No
89259,2010.02.20,2010.02.20,en,,,,FY989740,,1975,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,No,Yes,Yes,"",PhD MD MBA Law degree,No
89263,2010.02.20,2010.02.20,en,,,,FY970686,,1980,Female,White Caucasian,,No,No,13,,,,,,Democrat,Somewhat liberal,,,No,No,Yes,,PhD MD MBA Law degree,No
89267,2010.02.20,2010.02.20,en,,,,FY970694,,1956,Female,Asian or Pacific Islander,,Yes,,,,,"",District of Columbia,,Democrat,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89291,2010.02.20,2010.02.20,en,,,,FY974946,,1966,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Independent,Neither liberal nor conservative,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89293,2010.02.20,2010.02.20,en,,,,FY973615,,1982,Female,White Caucasian,,Yes,,,,,,District of Columbia,,Republican,Slightly conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89298,2010.02.20,2010.02.20,en,,,,FY978771,,1942,Female,White Caucasian,,Yes,,,,,,Kansas,,Democrat,Very liberal,,,Yes,No,Yes,,Masters degree (MA or MS),Yes
89302,2010.02.20,2010.02.20,en,,,,FY963250,,1947,Female,White Caucasian,,Yes,,,,,,Indiana,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89304,2010.02.20,2010.02.21,en,,,,FY968647,,1971,Female,White Caucasian,,Yes,,,,,,District of Columbia,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89305,2010.02.21,2010.02.21,en,,,,FY980709,,1969,Female,Black or African American,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89308,2010.02.21,2010.02.21,en,,,,FY969713,,1979,Female,Asian or Pacific Islander,,No,No,4,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89312,2010.02.21,,en,,,,FY942218,,,,,,,,,,,,,,,,,,,,,,,
89315,2010.02.21,2010.02.21,en,,,,FY936590,,1941,Male,White Caucasian,,Yes,,,,,,Illinois,,Independent,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89318,2010.02.21,2010.02.21,en,,,,FY935849,,1947,Female,White Caucasian,,Yes,,,,,,California,"",Other,Somewhat conservative,,,No,No,Yes,,Four year college degree (BA or BS),No
89321,2010.02.21,2010.02.21,en,,,,FY916205,,1952,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89323,2010.02.21,2010.02.21,en,,,,FY999642,,1949,Female,Latino or Hispanic,,No,Yes,49,,,,,,Independent,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89324,2010.02.21,2010.02.21,en,,,,FY942980,,1963,Female,White Caucasian,,Yes,,,,,,California,,Independent,,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89327,2010.02.21,2010.02.21,en,,,,FY959655,,1940,Male,White Caucasian,,Yes,,,,,,Kansas,,Independent,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89329,2010.02.21,2010.02.21,en,,,,FY961823,,1972,Female,White Caucasian,,Yes,,,,,,Washington,"",Democrat,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89330,2010.02.21,2010.02.21,en,,,,FY900891,,1967,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89332,2010.02.21,2010.02.21,en,,,,FY926875,,1940,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89333,2010.02.21,2010.02.21,en,,,,FY933838,,1947,Male,White Caucasian,,Yes,,,,,,Delaware,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89340,2010.02.21,2010.02.21,en,,,,FY991879,,1955,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89369,2010.02.21,2010.02.21,en,,,,FY994814,,1975,Female,Asian or Pacific Islander,,Yes,,,,,,Florida,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89388,2010.02.21,2010.02.21,en,,,,FY938136,,1967,Female,White Caucasian,,Yes,,,,,,Nebraska,,Independent,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89392,2010.02.21,2010.02.21,en,,,,FY978104,,1935,Male,White Caucasian,,No,Yes,60,,,,,,Independent,Slightly conservative,,,Yes,No,Yes,,Masters degree (MA or MS),Yes
89413,2010.02.21,2010.02.21,en,,,,FY916002,,1949,Male,White Caucasian,,Yes,,,,,,Oklahoma,,Democrat,Slightly liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
89414,2010.02.21,2010.02.21,en,,,,FY940510,,1938,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89433,2010.02.21,,en,,,,FY929892,,1956,Female,White Caucasian,,Yes,,,,,,Rhode Island,,,,,,,,,,,
89439,2010.02.21,2010.02.21,en,,,,FY968175,,1958,Female,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Somewhat liberal,,"",Yes,No,No,,PhD MD MBA Law degree,No
89440,2010.02.21,2010.02.21,en,,,,FY977638,,1955,Female,White Caucasian,,Yes,,,,,,New York,,Independent,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89446,2010.02.21,2010.02.21,en,,,,FY902812,,1972,Female,White Caucasian,,Yes,,,,,,Pennsylvania,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89447,2010.02.21,2010.02.21,en,,,,FY904068,,1974,Male,Latino or Hispanic,,No,No,2,,,,,,Other,Slightly liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89452,2010.02.21,2010.02.21,en,FY904294,,,,,1942,Male,White Caucasian,,Yes,,,,,,New York,,Independent,Somewhat conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89453,2010.02.21,2010.02.21,en,,,,FY904554,,1958,Male,White Caucasian,,Yes,,,,,,California,,,,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89455,2010.02.21,2010.02.21,en,,,,FY967614,,1957,Female,White Caucasian,,Yes,,,,,,Kansas,,Independent,Slightly liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),Yes
89462,2010.02.21,2010.02.21,en,,,,FY930782,,1980,Male,White Caucasian,,Yes,,,,,,Indiana,,Independent,Neither liberal nor conservative,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89474,2010.02.22,2010.02.22,en,,,,FY915590,,1987,Male,Asian or Pacific Islander,,Yes,,,,,,California,,Independent,Slightly liberal,,"",Yes,Yes,Yes,,Four year college degree (BA or BS),No
89481,2010.02.22,2010.02.22,en,,,,FY952734,,1957,Male,White Caucasian,,Yes,,,,,,New Jersey,,Republican,Slightly conservative,,,No,Yes,Yes,,PhD MD MBA Law degree,Yes
89492,2010.02.22,2010.02.22,en,,,,FY910018,,1957,Female,White Caucasian,,Yes,,,,,,Iowa,,Independent,Neither liberal nor conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
89497,2010.02.22,2010.02.22,en,,,,FY963115,,1962,Female,Black or African American,,Yes,,,,,,Wisconsin,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89502,2010.02.22,2010.02.22,en,,,,FY999589,,1958,Female,White Caucasian,,Yes,,,,,,California,,Independent,Somewhat liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89512,2010.02.22,2010.02.22,en,,,,FY931774,,1957,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),No
89514,2010.02.22,2010.02.22,en,,,,FY983289,,1985,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),Yes
89516,2010.02.22,2010.02.22,en,,,,FY909875,,1971,Female,White Caucasian,,Yes,,,,,,Ohio,,Independent,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89523,2010.02.22,2010.02.22,en,,,,FY962441,,1971,Female,White Caucasian,,Yes,,,,,,Michigan,,Independent,Somewhat liberal,,"",Yes,No,Yes,,Masters degree (MA or MS),Yes
89526,2010.02.22,2010.02.22,en,,,,FY994777,,1944,Female,White Caucasian,,Yes,,,,,,Wisconsin,,Democrat,Very liberal,,"",Yes,Yes,Yes,,Masters degree (MA or MS),No
89536,2010.02.22,2010.02.22,en,,,,FY985587,,1972,Female,Asian or Pacific Islander,,No,Yes,29,,,,,,Democrat,Very liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89538,2010.02.22,2010.02.22,en,,,,FY906326,,1945,Female,White Caucasian,,Yes,,,,,,Georgia,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
89539,2010.02.22,2010.02.22,en,,,,FY970272,,1948,Female,#NAME?,"",Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89546,2010.02.22,2010.02.22,en,,,,FY956488,,1941,Female,White Caucasian,,Yes,,,,,,Nebraska,,Republican,Slightly conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
89554,2010.02.22,2010.02.22,en,,,,FY921017,,1958,Female,White Caucasian,,Yes,,,,,,Missouri,,Independent,Slightly conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89556,2010.02.22,2010.02.22,en,,,,FY936879,,1953,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89568,2010.02.22,2010.02.22,en,,,,FY908381,,1971,Female,White Caucasian,,Yes,,,,,,Kentucky,,Democrat,Slightly liberal,,,No,Yes,Yes,,Masters degree (MA or MS),Yes
89572,2010.02.22,2010.02.22,en,,,,FY933075,,1954,Male,White Caucasian,,Yes,,,,,,Illinois,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89579,2010.02.22,2010.02.22,en,,,,FY986393,,1971,Female,White Caucasian,,Yes,,,,,,Texas,,Independent,Slightly conservative,,,Yes,No,Yes,"",PhD MD MBA Law degree,Yes
89580,2010.02.22,2010.02.22,en,,,,FY945081,,1979,Female,White Caucasian,,Yes,,,,,,Michigan,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89582,2010.02.22,2010.02.22,en,,,,FY923992,,1953,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89595,2010.02.22,2010.02.22,en,,,,FY963797,,1950,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89597,2010.02.22,2010.02.22,en,,,,FY982382,,1937,Male,White Caucasian,,Yes,,,,,,Washington,,Republican,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
89607,2010.02.23,2010.02.23,en,,,,FY967303,,1946,Male,White Caucasian,,No,No,3,,,,,"",Democrat,Somewhat liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89608,2010.02.23,2010.02.23,en,,,,FY989322,,1950,Male,White Caucasian,,No,No,1,,,,,,Independent,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89611,2010.02.23,2010.02.23,en,,,,FY961004,,1978,Female,White Caucasian,,No,No,6,,,,,"",Other,Somewhat conservative,,,No,Yes,Yes,,PhD MD MBA Law degree,No
89612,2010.02.23,2010.02.23,en,,,,FY956293,,1968,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,No,,PhD MD MBA Law degree,No
89619,2010.02.23,2010.02.23,en,,,,FY945516,,1959,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89622,2010.02.23,2010.02.23,en,,,,FY966177,,1943,Male,White Caucasian,,Yes,,,,,,Kansas,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89639,2010.02.23,2010.02.23,en,,,,FY914694,,1943,Male,Latino or Hispanic,,No,No,2,,,,,"",Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
89671,2010.02.23,2010.02.23,en,,,,FY984142,,1956,Female,White Caucasian,,Yes,,,,,,New York,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89672,2010.02.23,2010.02.23,en,,,,FY997427,,1954,Male,White Caucasian,,Yes,,,,,,Colorado,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
89673,2010.02.23,2010.02.23,en,,,,FY996161,,1979,Female,Asian or Pacific Islander,,No,No,5,,,,,,Other,Somewhat liberal,,,No,No,No,,Masters degree (MA or MS),No
89674,2010.02.23,2010.02.23,en,,,,FY961481,,1963,Male,#NAME?,"",Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89675,2010.02.23,2010.02.23,en,,,,FY949764,,1940,Female,White Caucasian,,Yes,,,,,,South Dakota,,Independent,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
89676,2010.02.23,2010.02.23,en,,,,FY945209,,1949,Female,White Caucasian,,Yes,,,,,,New Jersey,,Democrat,Very liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,No
89677,2010.02.23,2010.02.23,en,,,,FY977340,,1970,Female,White Caucasian,,Yes,,,,,,Montana,,Democrat,Very liberal,,,Yes,No,No,,PhD MD MBA Law degree,Yes
89678,2010.02.23,2010.02.23,en,,,,FY967371,,1953,Male,White Caucasian,,Yes,,,,,,District of Columbia,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89680,2010.02.23,2010.02.23,en,,,,FY919525,,1942,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,No,,Masters degree (MA or MS),Yes
89682,2010.02.23,2010.02.23,en,,,,FY925002,,1953,Female,White Caucasian,,Yes,,,,,,Wisconsin,,Independent,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89683,2010.02.23,2010.02.23,en,,,,FY914085,,1933,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89684,2010.02.23,2010.02.23,en,,,,FY960979,,1976,Male,Latino or Hispanic,,No,No,8,,,,,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89685,2010.02.23,2010.02.23,en,,,,FY995514,,1982,Female,White Caucasian,,Yes,,,,,,South Carolina,,Independent,Somewhat liberal,,,No,No,Yes,,Four year college degree (BA or BS),No
89687,2010.02.23,2010.02.23,en,,,,FY919153,,1969,Female,,,Yes,,,,,,Pennsylvania,,Democrat,Very liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
89688,2010.02.23,,en,,,,FY969474,,,,,,,,,,,,,,,,,,,,,,,
89689,2010.02.23,2010.02.23,en,,,,FY950523,,1950,Female,Latino or Hispanic,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
89690,2010.02.23,2010.02.23,en,,,,FY993408,,1950,Male,White Caucasian,,Yes,,,,,,New York,,Independent,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89691,2010.02.23,2010.02.23,en,,,,FY969474,,1972,Female,Asian or Pacific Islander,,Yes,,,,,,New York,,Republican,Neither liberal nor conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89692,2010.02.23,2010.02.23,en,,,,FY977056,,1959,Female,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89693,2010.02.23,2010.02.23,en,,,,FY983576,,1986,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89694,2010.02.23,2010.02.23,en,,,,FY904196,,1959,Female,White Caucasian,,Yes,,,,,,Washington,,Independent,Slightly liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
89695,2010.02.23,2010.02.23,en,,,,FY986005,,1967,Female,White Caucasian,,Yes,,,,,,Tennessee,,Democrat,Neither liberal nor conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
89696,2010.02.23,,en,,,,FY947150,,1983,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Somewhat liberal,,,No,No,Yes,"",Four year college degree (BA or BS),Yes
89697,2010.02.23,2010.02.23,en,,,,FY963648,,1940,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Slightly liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89698,2010.02.23,,en,,,,FY947150,,,,,,,,,,,,,,,,,,,,,,,
89699,2010.02.23,2010.02.23,en,,,,FY947150,,1983,Female,White Caucasian,,Yes,,,,,,Texas,,Democrat,Slightly liberal,,,No,No,Yes,"",Four year college degree (BA or BS),No
89700,2010.02.23,2010.02.23,en,,,,FY919984,,1942,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89702,2010.02.23,2010.02.23,en,,,,FY923229,,1969,Male,Latino or Hispanic,,No,No,1,,,,,"",Republican,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
89703,2010.02.23,2010.02.23,en,,,,FY945016,,1944,Male,White Caucasian,,Yes,,,,,,Massachusetts,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
89704,2010.02.23,2010.02.23,en,,,,FY960034,,1932,Male,White Caucasian,,No,Yes,19,,,,,"",Republican,Very conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
89705,2010.02.23,2010.02.23,en,,,,FY911282,,1951,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
89706,2010.02.23,2010.02.23,en,,,,FY962658,,1958,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
